2011-05-12,25,16,阴~多云,西北风,3-4级,
2011-05-13,28,18,晴,西风,3-4级,
2011-05-14,28,19,多云,西风~南风,3-4级,
2011-05-15,29,19,多云~阴,南风,3-4级,
2011-05-16,29,18,多云,南风,3-4级,
2011-05-17,31,20,晴~多云,南风,3-4级~4-5级,
2011-05-18,32,21,多云~晴,南风,5-6级~4-5级,
2011-05-19,33,22,晴,南风,4-5级,
2011-05-20,34,22,晴~多云,东南风,3-4级,
2011-05-21,26,18,阴~阵雨,西北风~东北风,3-4级,
2011-05-22,20,16,阵雨~中雨,东北风,4-5级,
2011-05-23,18,16,小雨~阴,东北风,4-5级,
2011-05-24,24,16,多云,东风,3-4级,
2011-05-25,24,18,多云~阴,北风,3-4级,
2011-05-26,25,18,多云,西北风~北风,3-4级,
2011-05-27,26,18,多云,北风~东北风,3-4级,
2011-05-28,21,18,阴~多云,东北风,3-4级~4-5级,
2011-05-29,27,18,晴,北风~西北风,4-5级~3-4级,
2011-05-30,31,20,多云,南风,4-5级,
2011-05-31,31,21,阴~阵雨,南风,3-4级,
2011-06-01,29,20,多云,南风,3-4级,
2011-06-02,32,21,多云,东南风,3-4级,
2011-06-03,31,21,多云~阴,南风~东南风,3-4级,
2011-06-04,24,20,中到大雨,东南风~南风,3-4级,
2011-06-05,24,20,小雨,东北风~东风,4-5级~3-4级,
2011-06-06,21,19,中雨,东风,3-4级,
2011-06-07,26,20,小雨~多云,东风~东南风,3-4级,
2011-06-08,31,23,多云,南风,3-4级~4-5级,
2011-06-09,36,23,多云~雷阵雨,南风,3-4级,
2011-06-10,27,22,大雨,西南风,3-4级,
2011-06-11,24,21,中雨~大雨,东北风,3-4级,
2011-06-12,27,21,阴~多云,东北风~东南风,3-4级,
2011-06-13,28,21,阵雨,东风,3-4级,
2011-06-14,24,20,阵雨~大雨,东风~东南风,3-4级~4-5级,
2011-06-15,21,19,大到暴雨~小到中雨,东风~东北风,4-5级,
2011-06-16,25,20,阴~阵雨,北风~东风,3-4级,
2011-06-17,24,21,中雨,东南风~东风,3-4级,
2011-06-18,25,21,大到暴雨,东北风,3-4级,
2011-06-19,23,20,小到中雨~阴,东风~东北风,4-5级~3-4级,
2011-06-20,28,22,多云~阵雨,东风~东南风,3-4级,
2011-06-21,26,23,雷阵雨~阵雨,东南风~南风,4-5级,
2011-06-22,32,25,雷阵雨,东南风,4-5级,
2011-06-23,33,24,多云~阴,南风~西南风,4-5级,
2011-06-24,34,25,雷阵雨,南风,3-4级,
2011-06-25,30,23,大到暴雨,北风~西北风,5-6级~6-7级,
2011-06-26,29,23,阴~多云,西风~西南风,6-7级~4-5级,
2011-06-27,32,24,多云~阴,西南风~南风,4-5级~3-4级,
2011-06-28,33,25,多云,东南风,4-5级,
2011-06-29,32,26,雷阵雨~阵雨,南风,4-5级,
2011-06-30,32,26,雷阵雨~多云,南风,4-5级~3-4级,
2011-07-01,33,26,阵雨~多云,南风,3-4级,
2011-07-02,36,28,雷阵雨~多云,西南风,3-4级,
2011-07-03,37,29,多云,西南风,3-4级,
2011-07-04,36,27,雷阵雨,西风~东风,3-4级,
2011-07-05,31,27,雷阵雨~阵雨,东南风~南风,3-4级,
2011-07-06,36,29,多云,西南风,3-4级,
2011-07-07,37,27,多云,西南风,3-4级,
2011-07-08,33,26,雷阵雨,南风,3-4级,
2011-07-09,31,26,阵雨~多云,东风~东南风,3-4级,
2011-07-10,32,26,阵雨~多云,东南风,4-5级,
2011-07-11,32,26,阴,东南风,4-5级,
2011-07-12,31,26,阵雨,东南风,4-5级,
2011-07-13,32,27,阵雨,东南风,4-5级,
2011-07-14,32,27,阵雨~多云,南风,4-5级,
2011-07-15,32,27,雷阵雨,北风~东南风,3-4级~4-5级,
2011-07-16,34,27,多云,南风~东南风,4-5级,
2011-07-17,33,27,阵雨~多云,东南风,4-5级,
2011-07-18,33,26,多云,东风~东北风,3-4级,
2011-07-19,33,26,多云~阵雨,北风,3-4级,
2011-07-20,34,27,雷阵雨~多云,西北风~东南风,3-4级,
2011-07-21,34,28,多云,东南风,3-4级,
2011-07-22,35,27,雷阵雨~多云,东南风,3-4级,
2011-07-23,36,28,多云,东风~东南风,3-4级,
2011-07-24,35,28,雷阵雨~多云,东南风,3-4级,
2011-07-25,36,28,多云,南风,3-4级,
2011-07-26,37,28,雷阵雨~多云,南风,4-5级,
2011-07-27,37,28,多云,南风,4-5级,
2011-07-28,36,28,晴,南风,4-5级,
2011-07-29,37,28,晴,南风,3-4级,
2011-07-30,37,28,多云,南风,3-4级,
2011-07-31,36,28,雷阵雨,南风~东南风,3-4级,
2011-08-01,33,28,雷阵雨,东北风~东风,3-4级,
2011-08-02,34,28,多云,东南风,3-4级,
2011-08-03,35,27,雷阵雨,东南风,4-5级,
2011-08-04,33,26,雷阵雨~多云,东风~东北风,3-4级,
2011-08-05,32,25,多云,东北风,4-5级,
2011-08-06,32,25,阵雨~暴雨,东北风,5-6级~8-9级,
2011-08-07,28,26,中雨~阵雨,北风~西南风,8-9级~7-8级,
2011-08-08,34,27,阵雨~多云,西南风,3-4级,
2011-08-09,34,27,雷阵雨~多云,南风,3-4级,
2011-08-10,36,28,多云,南风,3-4级,
2011-08-11,34,26,雷阵雨~阵雨,西南风,3-4级,
2011-08-12,32,26,雷阵雨~阵雨,西南风,3-4级,
2011-08-13,35,27,雷阵雨~多云,西南风,4-5级,
2011-08-14,32,27,雷阵雨~多云,西南风,4-5级,
2011-08-15,34,27,雷阵雨~多云,西南风,4-5级,
2011-08-16,35,28,雷阵雨~多云,西南风,3-4级,
2011-08-17,30,25,大雨~雷阵雨,西风~东北风,3-4级,
2011-08-18,33,27,雷阵雨~多云,北风~南风,3-4级,
2011-08-19,34,27,雷阵雨~多云,东南风,3-4级,
2011-08-20,36,27,雷阵雨~多云,东南风,3-4级,
2011-08-21,31,26,雷阵雨,东北风,3-4级,
2011-08-22,29,24,中到大雨,南风~北风,3-4级,
2011-08-23,28,24,阵雨,东北风,3-4级,
2011-08-24,26,22,阵雨,北风~东北风,3-4级,
2011-08-25,26,23,中雨~阵雨,东北风,3-4级,
2011-08-26,28,24,中到大雨,东北风,3-4级,
2011-08-27,30,25,雷阵雨~多云,东风,3-4级,
2011-08-28,31,26,阴~多云,东南风~东风,3-4级,
2011-08-29,31,25,多云,东南风~东风,3-4级,
2011-08-30,31,25,阵雨~多云,东风,4-5级,
2011-08-31,32,25,多云,东风~东北风,4-5级,
2011-09-01,32,24,晴,东北风,3-4级,
2011-09-02,32,23,晴~多云,北风,4-5级,
2011-09-03,31,23,晴,北风,3-4级,
2011-09-04,30,22,晴~多云,北风,3-4级,
2011-09-05,30,22,多云,北风,4-5级~3-4级,
2011-09-06,28,23,多云,东北风~东风,3-4级,
2011-09-07,29,25,多云~阴,东风~东南风,3-4级,
2011-09-08,33,25,多云,西南风~南风,3-4级,
2011-09-09,27,24,阵雨,东北风~东风,3-4级,
2011-09-10,25,23,阵雨,东北风,3-4级,
2011-09-11,29,23,多云,东北风,3-4级,
2011-09-12,31,24,多云,东风,3-4级,
2011-09-13,31,25,多云,东风~东南风,3-4级,
2011-09-14,33,25,多云,东南风,3-4级,
2011-09-15,33,25,多云~晴,东南风~东风,3-4级,
2011-09-16,33,24,多云~阴,东北风,3-4级,
2011-09-17,30,22,多云~阵雨,北风,4-5级,
2011-09-18,27,20,多云~阴,北风,4-5级,
2011-09-19,25,19,多云~阴,北风,4-5级,
2011-09-20,21,17,阵雨~阴,西北风,4-5级,
2011-09-21,23,16,晴,西北风,4-5级,
2011-09-22,24,16,多云~晴,西北风~北风,3-4级,
2011-09-23,26,18,晴,东北风,3-4级,
2011-09-24,27,20,晴~多云,东北风,3-4级,
2011-09-25,27,22,多云~阴,东北风~东风,3-4级,
2011-09-26,27,23,阵雨,东北风,3-4级,
2011-09-27,28,23,阴~阵雨,东北风,3-4级,
2011-09-28,28,24,阴,东风,3-4级,
2011-09-29,30,18,中雨,东南风~北风,3-4级~4-5级,
2011-09-30,22,18,小雨~阴,北风,4-5级,
